lat,lon,BTS-1,BTS-2,BTS-3,BTS-4,BTS-5,BTS-6
-8.07757,-34.90683,146.4757368597115,137.3195390854825,78.89075408481258,137.31953767097457,152.77570390223252,148.17208008268722
-8.07757,-34.9066166372549,146.16370636913754,136.81224973265878,81.47270184124145,136.81224829393977,152.52561710341854,147.9316623112249
-8.07757,-34.906403274509806,145.8498037883683,136.29620514164446,84.00421154037375,136.2962036778886,152.27436071790856,147.6915690377582
-8.07757,-34.906189911764706,145.53405346826855,135.77110429955243,86.44702204471406,135.7711028098921,152.02194872719062,147.45188253310974
-8.07757,-34.905976549019606,145.21648329614698,135.23663078171498,88.7828220434748,135.2366292652377,151.76839662039055,147.21268883589357
-8.07757,-34.90576318627451,144.8971249546018,134.69245171262233,91.00526078161653,134.69245016836788,151.51372148071687,146.97407784816824
-8.07757,-34.90554982352941,144.5760141961652,134.1382166411522,93.11482106452291,134.13821506810928,151.25794207603457,146.73614342714745
-8.07757,-34.90533646078431,144.2531911345129,133.5735563220875,95.11567865566587,133.57355471919004,151.00107895377792,146.49898347219727
-8.07757,-34.90512309803921,143.92870055268673,132.9980813945566,97.01383364111655,132.9980797606801,150.7431545401712,146.2627000060578
-8.07757,-34.90490973529412,143.6025922291194,132.41138094773157,98.81602423344796,132.4113792816888,150.4841932440176,146.0273992494344
-8.07757,-34.90469637254902,143.274921281905,131.8130209625766,100.52911170839215,131.81301926311298,150.22422156507045,145.79319168781117
-8.07757,-34.90448300980392,142.9457485320047,131.20254261785124,102.1597454030254,131.20254088364,149.9632682072326,145.56019212948843
-8.07757,-34.904269647058825,142.61514088561918,130.57946044666795,103.7141924887863,130.57945867630463,149.70136419651732,145.328519753502
-8.07757,-34.904056284313725,142.2831717361644,129.9432603291104,105.1982635123639,129.94325852110688,149.43854300393048,145.09829814623527
-8.07757,-34.903842921568625,141.94992138617334,129.29339730502664,106.61729256534412,129.2933954578049,149.17484067342,144.86965532546637
-8.07757,-34.90362955882353,141.615477488999,128.62929318902778,107.97614763612458,128.62929130091285,148.91029595478292,144.64272375032874
-8.07757,-34.90341619607843,141.27993551031614,127.95033396869493,109.2792566843226,127.95033203790712,148.64495044163326,144.41764031581647
-8.07757,-34.90320283333333,140.94339920921155,127.25586696541691,110.53064096018065,127.25586499006366,148.37884871450802,144.1945463304185
-8.07757,-34.90298947058823,140.60598113809317,126.54519773506041,111.73395067863268,126.54519571312704,148.1120384889127,143.97358747521938
-8.07757,-34.90277610784314,140.26780316074777,125.81758668496457,112.892500304576,125.81758461430437,147.84457076837992,143.75491374304355
-8.07757,-34.90256274509804,139.9289969872305,125.07224538186759,114.00930199009076,125.07224326019107,147.57650000232854,143.53867935600059
-8.07757,-34.90234938235294,139.58970472419657,124.3083325252006,115.08709646342683,124.30833035006361,147.30788424871344,143.32504265999953
-8.07757,-34.902136019607845,139.2500794384506,123.52494955919491,116.12838111474136,123.52494732798576,147.0387853410951,143.1141659945677
-8.07757,-34.901922656862745,138.9102857313029,122.72113589884444,117.13543527478421,122.72113360876983,146.76926905994787,142.90621553656064
-8.07757,-34.901709294117644,138.57050032075904,121.89586374739207,118.11034281963038,121.8958613954621,146.4994053079663,142.70136111640778
-8.07757,-34.90149593137255,138.23091262763353,121.04803248732969,119.05501230310719,121.04803007034135,146.22926828881236,142.49977600544347
-8.07757,-34.90128256862745,137.89172536128245,120.17646263624405,119.97119484442462,120.17646015076372,145.95893668891262,142.30163667318095
-8.07757,-34.90106920588235,137.55315509988137,119.2798893728318,120.86050000191088,119.27988681517627,145.68849386182737,142.10712251352678
-8.07757,-34.90085584313726,137.2154328590286,118.35695565923047,121.72440985494856,118.3569530254473,145.41802801437595,141.91641553892956
-8.07757,-34.90064248039216,136.87880464185136,117.4062050192448,122.56429149913424,117.40620230509145,145.1476323938425,141.72970004184964
-8.07757,-34.90042911764706,136.5435319628205,116.4260740807963,123.3814081407782,116.42607128171906,144.87740547547446,141.5471622231663
-8.07757,-34.90021575490196,136.20989233613815,115.41488506182318,124.17692895811766,115.41488217293616,144.60745114911145,141.36898978723735
-8.07757,-34.900002392156864,135.87817971888464,114.3708384850452,124.95193787677164,114.37083550111055,144.337878903969,141.19537150385085
-8.07757,-34.899789029411764,135.54870489770116,113.29200655939513,125.7074413902354,113.29200347480588,144.06880401020857,141.02649673746936
-8.07757,-34.899575666666664,135.22179580698563,112.17632788987257,126.44437553955984,112.17632469864054,143.80034769602997,140.86255494469634
-8.07757,-34.89936230392157,134.89779776510647,111.02160450051537,127.1636121530407,111.0216011962672,143.5326373185518,140.70373514107928
-8.07757,-34.89914894117647,134.57707361441172,109.82550262729322,127.86596443341048,109.82549920327975,143.26580652683407,140.5502253389432
-8.07757,-34.89893557843137,134.26000374985634,108.58555942303943,128.55219196900407,108.58555587216546,142.99999541522592,140.40221195836318
-8.07757,-34.89872221568628,133.94698601996728,107.2991987127127,129.22300523632074,107.29919502759796,142.73535066480656,140.25987921368773
-8.07757,-34.89850885294118,133.63843548353103,105.96376039030389,129.87906965230965,105.96375656339058,142.47202567075163,140.12340847861566
-8.07757,-34.89829549019608,133.33478400499698,104.57655016236521,130.5210092274004,104.57654618609473,142.21018065327542,139.99297763326115
-8.07757,-34.89808212745098,133.03647967122433,103.13491941292543,131.14940986453297,103.13491528001731,141.94998274937706,139.86876039694488
-8.07757,-34.89786876470588,132.74398601286435,101.63638940917579,131.76482234311732,101.63638511305689,141.6916060827533,139.75092565102884
-8.07757,-34.89765540196078,132.45778101412637,100.07884044061075,132.36776502265485,100.07883597606357,141.43523180883275,139.63963675636865
-8.07757,-34.89744203921568,132.17835589621134,98.46079549438014,132.95872629598233,98.46079085850937,141.18104813197482,139.53505087042083
-8.07757,-34.89722867647059,131.90621366119163,96.78184046770536,133.5381668191829,96.78183566136198,140.92925029144214,139.43731826920063
-8.07757,-34.89701531372549,131.64186738586423,95.04323920425773,134.10652154145768,95.04323423411037,140.6800405128845,139.3465816796458
-8.07757,-34.89680195098039,131.38583825824114,93.24882119590265,134.66420155552368,93.24881607740463,140.43362792198346,139.26297562810038
-8.07757,-34.896588588235296,131.1386533529504,91.40623892860788,135.21159578720903,91.40623369015256,140.19022841663178,139.1866258106543
-8.07757,-34.8963752254902,130.90084314664176,89.52869975513605,135.74907254026974,89.52869444368139,139.9500644942496,139.11764849119032
-8.07757,-34.896161862745096,130.67293877964005,87.63724851862213,136.2769809107823,87.63724320689329,139.7133650308071,139.0561499328956
-8.07757,-34.8959485,130.45546907594144,85.7635615942412,136.79565208384466,85.7635563891032,139.48036500822474,139.00222586883973
-8.07757,-34.8957351372549,130.248957339801,83.95292843385113,137.3054005244008,83.95292348431184,139.25130518675255,138.9559610169321
-8.07757,-34.8955217745098,130.053917954414,82.26655203769525,137.80652507154568,82.26654753906027,139.02643171970504,138.91742864437578
-8.07757,-34.8953084117647,129.87085281448248,80.78150501199158,138.2993099460458,80.78150120031563,138.8059957075689,138.8866901861502
-8.07757,-34.89509504901961,129.70024763181277,79.58599513288476,138.78402567874952,79.58599226286304,138.59025268937648,138.8637949216773
-8.07757,-34.89488168627451,129.54256815943273,78.76798822249461,139.26092996733217,78.76798652579501,138.3794620694289,138.84877971319085
-8.07757,-34.89466832352941,129.3982563859177,78.39788926207137,139.7302684675944,78.39788889414152,138.1738864782242,138.84166880871754
-8.07757,-34.89445496078432,129.2677267565819,78.51058518406131,140.1922755254202,78.51058618057331,137.9737910668471,138.84247371185535
-8.07757,-34.894241598039216,129.15136248233722,79.09524306188911,140.6471748545767,79.09524532787447,137.77944273497204,138.85119311982754
-8.07757,-34.894028235294115,129.04951199968582,80.098568931301,141.09518016460672,80.09857226936148,137.5911092936267,138.8678129305021
-8.07757,-34.89381487254902,128.9624856458958,81.4396405113311,141.5364957438664,81.43964467284599,137.40905856423092,138.89230631830313
-8.07757,-34.89360150980392,128.8905526129026,83.02852058789631,141.9713170008567,83.028525322793,137.23355741705026,138.92463387815792
-8.07757,-34.89338814705882,128.83393824034238,84.78118040560739,142.39983096750223,84.78118549513005,137.06487075286594,138.9647438358532
-8.07757,-34.89317478431372,128.7928217033276,86.62766053752085,142.82221676767955,86.62766580789341,136.9032604327697,139.01257232246934
-8.07757,-34.89296142156863,128.7673341438926,88.51432299531885,143.23864605361172,88.51432831793508,136.74898416226785,139.06804370984776
-8.07757,-34.89274805882353,128.75755728649284,90.4025469164923,143.64928341287498,90.40255220139048,136.60229433684046,139.13107100344877
-8.07757,-34.89253469607843,128.7635225680202,92.2659577319834,144.05428674813248,92.26596291937605,136.46343685735357,139.20155628835084
-8.07757,-34.892321333333335,128.7852108016661,94.08746449963579,144.4538076319851,94.08746955197466,136.33264992459277,139.27939122372223
-8.07757,-34.892107970588235,128.82255238217408,95.8566851072627,144.8479916387468,95.85669000275954,136.21016282331362,139.36445758065005
-8.07757,-34.891894607843135,128.8754280278672,97.56792399839915,145.23697865479298,97.56792872611152,136.09619470705536,139.4566278178799
-8.07757,-34.89168124509804,128.94367004292724,99.21867285472277,145.6209031693318,99.218677410988,135.99095339558474,139.55576568987266
-8.07757,-34.89146788235294,129.02706407208075,100.80853768581338,145.99989454694577,100.80854207173078,135.8946341975267,139.66172688138695
-8.07757,-34.89125451960784,129.125351309542,102.33848855035367,146.3740772831382,102.33849277004094,135.8074187710922,139.77435966273373
-8.07757,-34.89104115686274,129.23823111527366,103.81034329888769,146.74357124435807,103.81034735828908,135.72947403587943,139.893505559988
-8.07757,-34.89082779411765,129.36536398435788,105.22641684214685,147.10849189342815,105.22642074822889,135.6609511487685,140.01900003444396
-8.07757,-34.89061443137255,129.50637481003258,106.58928569590009,147.46895050156164,106.58928945611513,135.6019845565123,140.15067316588826
-8.07757,-34.89040106862745,129.66085637749057,107.90163201526417,147.82505434772332,107.90163563719804,135.55269113711998,140.28835033440976
-8.07757,-34.890187705882354,129.8283730242992,109.16614207142186,148.17690690644076,109.16614556256721,135.5131694412122,140.4318528959176
-8.07757,-34.889974343137254,130.00846440367715,110.38544181492693,148.52460802475724,110.3854451825419,135.48349904352295,140.58099884678415
-8.07757,-34.889760980392154,130.20064928903327,111.56205756950055,148.86825408896448,111.56206082052526,135.46374001339305,140.73560347340498
-8.07757,-34.88954761764706,130.40442936201853,112.69839364787646,149.2079381820092,112.69839678888812,135.45393251156233,140.89547998302163
-8.07757,-34.88933425490196,130.61929293111115,113.7967212634799,149.54375023209406,113.79672430067342,135.45409651892885,141.06044011246138
-8.07757,-34.88912089215686,130.8447185335687,114.8591748878942,149.87577715295637,114.85917782707998,135.46423170110356,141.23029471188227
-8.07757,-34.88890752941177,131.0801783802589,115.88775342488364,150.20410297656525,115.88775627149556,135.48431741067705,141.40485430120168
-8.07757,-34.88869416666667,131.32514160954412,116.88432440859728,150.5288089786295,116.88432716770765,135.5143128271775,141.58392959718861
-8.07757,-34.88848080392157,131.57907732330327,117.85063000959454,150.84997379728108,117.85063268593262,135.55415723271844,141.76733200961007
