lat,lon,BTS-1,BTS-2,BTS-3,BTS-4,BTS-5,BTS-6
-8.077546,-34.905071,143.82190925340802,132.84556776736187,97.37831292104198,132.8455661245891,150.6584780826962,146.17233252976882
-8.077546,-34.90454707894737,143.01589521639323,131.37576654084236,101.61528253418004,131.37576481586967,150.01923147820304,145.59589211960406
-8.077546,-34.904023157894734,142.2010148470302,129.83061470201244,105.37386359034957,129.83061288645945,149.37414914303196,145.02721295277462
-8.077546,-34.9034992368421,141.37839621453617,128.2022466824864,108.73959832604984,128.20224476667872,148.72374161608917,144.46815784820376
-8.077546,-34.90297531578948,140.54943833834523,126.48155569336805,111.78057970435307,126.48155366607293,148.06861885538837,143.92075182358502
-8.077546,-34.90245139473684,139.71585420691144,124.65793608656313,114.55033518733129,124.65793393466114,147.40950302323674,143.3871802436891
-8.077546,-34.90192747368421,138.8797178421848,122.71896307831932,117.0910666145679,122.71896078639651,146.74724237105613,142.86978269076494
-8.077546,-34.90140355263158,138.04351467668192,120.64999540434175,119.43633976054207,120.64999295418454,146.0828261559495,142.37104172233376
-8.077546,-34.900879631578945,137.2101939106692,118.43368660059784,121.61314114827312,118.43368397057688,145.41740045325338,141.8935657185492
-8.077546,-34.90035571052631,136.38322071268368,116.04939666249274,123.64341149837048,116.04939382683341,144.75228463830507,141.44006512879866
-8.077546,-34.89983178947369,135.56662510124346,113.47251763955654,125.54518388385998,113.47251456753642,144.08898819567517,141.01332162363275
-8.077546,-34.899307868421054,134.76504310486445,110.67378842338107,127.33343225093674,110.67378507860423,143.4292273708994,140.61614995371292
-8.077546,-34.89878394736842,133.98374439834862,107.61883566033305,129.02070934216508,107.61883200051741,142.7749410077639,140.25135271579822
-8.077546,-34.89826002631579,133.22863918555956,104.26859097797444,130.6176311378413,104.26858695641747,142.12830471382713,139.92166871654905
-8.077546,-34.89773610526316,132.50625587722186,100.58228637123528,132.1332486587016,100.58228194297465,141.4917422745188,139.62971618296223
-8.077546,-34.897212184210524,131.8236804491043,96.52739653124095,133.5753363471868,96.52739167160155,140.86793300176112,139.377932649152
-8.077546,-34.8966882631579,131.1884487285823,92.1074604460288,134.95061804379003,92.1074552004126,140.25981347611872,139.16851389338905
-8.077546,-34.896164342105266,130.60838476795107,87.43291790896055,136.26494579978103,87.4329125141023,139.67057194970178,139.0033547354733
-8.077546,-34.89564042105263,130.0913823745542,82.87688356689515,137.5234426825843,82.87687868940043,139.10363355916638,138.88399476016002
-8.077546,-34.8951165,129.64513296682196,79.2987195592624,138.73061782119794,79.29871650273972,138.5626345014129,138.8115720456488
-8.077546,-34.89459257894737,129.2768108977788,77.95330040531411,139.8904598479531,77.95330052816297,138.0513835042479,138.78678771027285
-8.077546,-34.894068657894735,128.9927362280226,79.49316186240168,141.00651337737747,79.49316509988023,137.57380933299893,138.8098835434637
-8.077546,-34.8935447368421,128.79804293267713,83.18044682791711,142.08194205299628,83.18045177753453,137.1338937547978,138.8806341982484
-8.077546,-34.89302081578948,128.69638556106696,87.76633677034135,143.1195808727321,87.76634216978482,136.73559035091156,138.99835446933045
-8.077546,-34.892496894736844,128.6897174713322,92.43080299872184,144.1219798919085,92.43080822151984,136.38273079812302,139.1619211681108
-8.077546,-34.89197297368421,128.77816789032957,96.82666012867747,145.09144094218286,96.82666495801391,136.07892165076117,139.36980814876765
-8.077546,-34.89144905263158,128.96003367226535,100.85490988674502,146.0300486557616,100.85491428500859,135.82743610066896,139.62013224341115
-8.077546,-34.890925131578946,129.2318868390764,104.51617827516705,146.93969681630932,104.51618226957211,135.6311064748224,139.91070730782872
-8.077546,-34.89040121052631,129.5887839570512,107.84418064941119,147.82211085195954,107.84418428543773,135.4922241205509,140.2391033032718
-8.077546,-34.88987728947369,130.02455139085828,110.8797702826648,148.6788671253977,110.87977360682248,135.41245361174202,140.60270734369976
-8.077546,-34.889353368421055,130.53211376738093,113.66173600975901,149.51140955059293,113.66173906393118,135.39276773592235,140.9987838859141
-8.077546,-34.88882944736842,131.10383228246204,116.22408693159846,150.32106396661948,116.22408975176268,135.43340845495229,141.42453167093683
-8.077546,-34.88830552631579,131.7318239337243,118.59573496888277,151.10905062097703,118.59573758538517,135.5338770751005,141.87713556675274
-8.077546,-34.88778160526316,132.40824048158913,120.80098418455205,151.8764950518139,120.800986622848,135.6929544548214,142.35381204319592
-8.077546,-34.887257684210525,133.1254947809476,122.86022021778703,152.624437608449,122.86022249924144,135.90874955332313,142.85184756936064
-8.077546,-34.8867337631579,133.87643029693876,124.79057998959615,153.35384180893203,124.79058213220571,136.17877233795852,143.3686297177386
-8.077546,-34.886209842105266,134.65443601279654,126.60653304210982,154.06560170053547,126.6065350611108,136.50002533060444,143.9016711610687
-8.077546,-34.885685921052634,135.45351315268786,128.32036339553613,154.76054836201004,128.32036530390204,136.86910707752014,144.44862704707634
-8.077174977777778,-34.905071,143.40244586522888,132.70467147192892,96.24620007022313,132.70466981329895,150.32723758032216,145.66342880266177
-8.077174977777778,-34.90454707894737,142.57237336089023,131.2199398407704,100.77553117250773,131.21993809737322,149.6730593529382,145.06621639447792
-8.077174977777778,-34.904023157894734,141.73174427384015,129.6573731684802,104.72819772907653,129.65737133135525,149.01221820177108,144.47619854062754
-8.077174977777778,-34.9034992368421,140.8815900846244,128.00852803423194,108.22866417224773,128.00852609295265,148.34518596389438,143.8953116309939
-8.077174977777778,-34.90297531578948,140.02322025825734,126.26354345747035,111.36668424045939,126.26354139981589,147.67253545524972,143.32567366686558
-8.077174977777778,-34.90245139473684,139.15827037821367,124.41081541891072,114.20850189070003,124.4108132304444,146.99495433176102,142.76958428929535
-8.077174977777778,-34.90192747368421,138.2887558143331,122.43657674541583,116.80413928690609,122.43657440893836,146.31326030767514,142.22952020755073
-8.077174977777778,-34.90140355263158,137.41713043907387,120.32434981691196,119.19216768678629,120.32434731174604,145.6284177025255,141.70812500977698
-8.077174977777778,-34.900879631578945,136.54634927062602,118.05422760596906,121.40288979705034,118.05422490701679,144.94155521986528,141.20819234962272
-8.077174977777778,-34.90035571052631,135.67993302581954,115.60192325613204,123.46050996093845,115.60192033262604,144.25398476618363,140.73264159588797
-8.077174977777778,-34.89983178947369,134.82203136917246,112.93751152211786,125.3846471741013,112.93750833597036,143.5672209949297,140.2844852322429
-8.077174977777778,-34.899307868421054,133.97748012441002,110.0237756338291,127.19141219922244,110.02377213748326,142.88300110216204,139.8667876178589
-8.077174977777778,-34.89878394736842,133.15184590337736,106.81410139161781,128.89418929900373,106.8140975253865,142.20330420438194,139.48261517684597
