lat,lon,BTS-1,BTS-2,BTS-3,BTS-4,BTS-5,BTS-6
-8.07757,-34.90683,151.43886805485815,140.59406583898334,71.38972658480043,140.594064163609,158.90068771268258,153.44805431284726
-8.07757,-34.90629919512195,150.51534053713527,139.0799835183753,78.87248515225613,139.07998176983548,158.16122042595669,152.74037714418603
-8.07757,-34.9057683902439,149.57837597145974,137.4983461287991,85.67581650612706,137.4983443005666,157.41334074840813,152.0359980953047
-8.07757,-34.90523758536585,148.6285721926854,135.84299703741925,91.6633908073261,135.84299512207846,156.65736828042364,151.33657435595302
-8.07757,-34.90470678048781,147.6667252400875,134.10692427818495,96.92202526700851,134.10692226726954,155.89370342567224,150.64394619174817
-8.07757,-34.90417597560975,146.693865656829,132.28210103875486,101.57273407385728,132.28209892254816,155.12283897419093,149.9601454587556
-8.07757,-34.90364517073171,145.7112999758008,130.35928941294017,105.72364137035592,130.3592871802292,154.34537299743002,149.28740177803354
-8.07757,-34.90311436585366,144.72065766270094,128.32779781486963,109.46232960457849,128.32779545264043,153.56202311830248,148.62814552915515
-8.07757,-34.90258356097561,143.72394357148974,126.17518002098439,112.85794146220192,126.17517751404355,152.77364219048488,147.98500671408314
-8.07757,-34.90205275609756,142.72359562451032,123.88686117032316,115.96494857766143,123.88685850082751,151.98123537770752,147.3608086606431
-8.07757,-34.901521951219515,141.72254691946821,121.44567386079291,118.82655488950775,121.44567100766795,151.18597856248815,146.75855549729835
-8.07757,-34.90099114634146,140.72429074296625,118.83128750317226,121.47737234526133,118.83128444140141,150.38923793032347,146.18141235946018
-8.07757,-34.900460341463415,139.7329459910433,116.01952083162004,123.94543543182075,116.01951753140301,149.59259046417563,145.63267740467148
-8.07757,-34.89992953658537,138.75331923215302,112.98155202420543,126.25370020718935,112.98154845002824,148.79784494138457,145.1157449424591
-8.07757,-34.899398731707315,137.79095809866604,109.6831105673601,128.421160997389,109.68310667714366,148.0070628469951,144.6340593412606
-8.07757,-34.89886792682927,136.85218891801327,106.08391758819434,130.46368795862108,106.08391333300673,147.2225784008423,144.19105986555118
-8.07757,-34.89833712195122,135.94412964794418,102.13810761735357,132.39466115545184,102.13810294298202,146.44701664242015,143.79011721244368
-8.07757,-34.89780631707317,135.07466754510315,97.79754952059957,134.22545555049604,97.79754437433712,145.6833082335681,143.43446322825545
-8.07757,-34.89727551219512,134.25239001202766,93.02298578335669,135.9658158661858,93.0229801345493,144.93469933686515,143.12711603743324
-8.07757,-34.89674470731708,133.48645733044555,87.81530481824834,137.6241493175967,87.81529871358924,144.20475463149754,142.87080353294263
-8.07757,-34.89621390243902,132.78640818135037,82.29541491527343,139.20775647802355,82.2954086140713,143.49735127367666,142.6678887659639
-8.07757,-34.895683097560976,132.16189359068778,76.88154801521821,140.72301506857738,76.88154225972747,142.8166614442266,142.5203011365932
-8.07757,-34.89515229268292,131.6223425190468,72.55333239141561,142.17552757369285,72.55332866371216,142.1671211136125,142.4294773421111
-8.07757,-34.89462148780488,131.17657239779462,70.78586133654173,143.5702407934677,70.78586125741262,141.55338286763572,142.39631573221118
-8.07757,-34.89409068292683,130.83236926276825,72.42640248636613,144.9115434294466,72.42640609740886,140.980251143,142.4211470430873
-8.07757,-34.89355987804878,130.5960725766808,76.683267953307,146.20334632608976,76.683273662163,140.45259908240746,142.50372348257474
-8.07757,-34.89302907317073,130.47220658253013,82.07750927970977,147.4491489073927,82.07751557782942,139.9752674536154,142.64322691480672
-8.07757,-34.892498268292684,130.46320048565664,87.60389315442694,148.65209454013691,87.60389927372483,139.5529476577252,142.83829558248843
-8.07757,-34.89196746341463,130.569232478161,92.82725854866075,149.8150169505926,92.82726421697407,139.190052670628,143.0870675596698
-8.07757,-34.891436658536584,130.78821813999693,97.6192084060855,150.94047936338058,97.61921357168063,138.8905816302409,143.38723808867005
-8.07757,-34.89090585365854,131.11594477186665,101.97612059536243,152.03080768170568,101.97612528724474,138.6579854385985,143.73612722706707
-8.07757,-34.890375048780484,131.5463338872152,105.93646734988326,153.08811875880767,105.93647162041935,138.4950418910233,144.13075386917131
-8.07757,-34.88984424390244,132.07179868139733,109.54831979941258,154.11434460244055,109.54832370293607,138.40374919092136,144.56791221171437
-8.07757,-34.88931343902439,132.68365479597495,112.85772377273321,155.11125319139208,112.85772735843133,138.38524606365098,145.0442470576929
-8.07757,-34.88878263414634,133.37254199411268,115.90519494940298,156.08046645472152,115.90519825962372,138.43976500332863,145.55632491434127
-8.07757,-34.88825182926829,134.12882028583007,118.7252313934435,157.0234758635221,118.725234463943,138.56662261768219,146.10069854555564
-8.07757,-34.887721024390245,134.94291409488125,121.3468531926402,157.9416560043443,121.34685605342443,138.7642479025003,146.6739633913065
-8.07757,-34.88719021951219,135.8055894312224,123.79440768888938,158.83627643847845,123.79441036514532,139.03024602279194,147.27280498721285
