lat,lon
-8.077546,-34.905071
-8.077546,-34.90454707894737
-8.077546,-34.904023157894734
-8.077546,-34.9034992368421
-8.077546,-34.902975315789476
-8.077546,-34.90245139473684
-8.077546,-34.90192747368421
-8.077546,-34.90140355263158
-8.077546,-34.900879631578945
-8.077546,-34.90035571052631
-8.077546,-34.89983178947369
-8.077546,-34.899307868421054
-8.077546,-34.89878394736842
-8.077546,-34.89826002631579
-8.077546,-34.89773610526316
-8.077546,-34.897212184210524
-8.077546,-34.8966882631579
-8.077546,-34.896164342105266
-8.077546,-34.89564042105263
-8.077546,-34.8951165
-8.077546,-34.89459257894737
-8.077546,-34.894068657894735
-8.077546,-34.8935447368421
-8.077546,-34.89302081578948
-8.077546,-34.892496894736844
-8.077546,-34.89197297368421
-8.077546,-34.89144905263158
-8.077546,-34.890925131578946
-8.077546,-34.89040121052631
-8.077546,-34.88987728947369
-8.077546,-34.889353368421055
-8.077546,-34.88882944736842
-8.077546,-34.88830552631579
-8.077546,-34.88778160526316
-8.077546,-34.887257684210525
-8.077546,-34.8867337631579
-8.077546,-34.886209842105266
-8.077546,-34.885685921052634
-8.077174977777778,-34.905071
-8.077174977777778,-34.90454707894737
-8.077174977777778,-34.904023157894734
-8.077174977777778,-34.9034992368421
-8.077174977777778,-34.902975315789476
-8.077174977777778,-34.90245139473684
-8.077174977777778,-34.90192747368421
-8.077174977777778,-34.90140355263158
-8.077174977777778,-34.900879631578945
-8.077174977777778,-34.90035571052631
-8.077174977777778,-34.89983178947369
-8.077174977777778,-34.899307868421054
-8.077174977777778,-34.89878394736842
-8.077174977777778,-34.89826002631579
-8.077174977777778,-34.89773610526316
-8.077174977777778,-34.897212184210524
-8.077174977777778,-34.8966882631579
-8.077174977777778,-34.896164342105266
-8.077174977777778,-34.89564042105263
-8.077174977777778,-34.8951165
-8.077174977777778,-34.89459257894737
-8.077174977777778,-34.894068657894735
-8.077174977777778,-34.8935447368421
-8.077174977777778,-34.89302081578948
-8.077174977777778,-34.892496894736844
-8.077174977777778,-34.89197297368421
-8.077174977777778,-34.89144905263158
-8.077174977777778,-34.890925131578946
-8.077174977777778,-34.89040121052631
-8.077174977777778,-34.88987728947369
-8.077174977777778,-34.889353368421055
-8.077174977777778,-34.88882944736842
-8.077174977777778,-34.88830552631579
-8.077174977777778,-34.88778160526316
-8.077174977777778,-34.887257684210525
-8.077174977777778,-34.8867337631579
-8.077174977777778,-34.886209842105266
-8.077174977777778,-34.885685921052634
-8.076803955555555,-34.905071
-8.076803955555555,-34.90454707894737
-8.076803955555555,-34.904023157894734
-8.076803955555555,-34.9034992368421
-8.076803955555555,-34.902975315789476
-8.076803955555555,-34.90245139473684
-8.076803955555555,-34.90192747368421
-8.076803955555555,-34.90140355263158
-8.076803955555555,-34.900879631578945
-8.076803955555555,-34.90035571052631
-8.076803955555555,-34.89983178947369
-8.076803955555555,-34.899307868421054
-8.076803955555555,-34.89878394736842
-8.076803955555555,-34.89826002631579
-8.076803955555555,-34.89773610526316
-8.076803955555555,-34.897212184210524
-8.076803955555555,-34.8966882631579
-8.076803955555555,-34.896164342105266
-8.076803955555555,-34.89564042105263
-8.076803955555555,-34.8951165
-8.076803955555555,-34.89459257894737
-8.076803955555555,-34.894068657894735
-8.076803955555555,-34.8935447368421
-8.076803955555555,-34.89302081578948
-8.076803955555555,-34.892496894736844
-8.076803955555555,-34.89197297368421
-8.076803955555555,-34.89144905263158
-8.076803955555555,-34.890925131578946
-8.076803955555555,-34.89040121052631
-8.076803955555555,-34.88987728947369
-8.076803955555555,-34.889353368421055
-8.076803955555555,-34.88882944736842
-8.076803955555555,-34.88830552631579
-8.076803955555555,-34.88778160526316
-8.076803955555555,-34.887257684210525
-8.076803955555555,-34.8867337631579
-8.076803955555555,-34.886209842105266
-8.076803955555555,-34.885685921052634
-8.076432933333333,-34.905071
-8.076432933333333,-34.90454707894737
-8.076432933333333,-34.904023157894734
-8.076432933333333,-34.9034992368421
-8.076432933333333,-34.902975315789476
-8.076432933333333,-34.90245139473684
-8.076432933333333,-34.90192747368421
-8.076432933333333,-34.90140355263158
-8.076432933333333,-34.900879631578945
-8.076432933333333,-34.90035571052631
-8.076432933333333,-34.89983178947369
-8.076432933333333,-34.899307868421054
-8.076432933333333,-34.89878394736842
-8.076432933333333,-34.89826002631579
-8.076432933333333,-34.89773610526316
-8.076432933333333,-34.897212184210524
-8.076432933333333,-34.8966882631579
-8.076432933333333,-34.896164342105266
-8.076432933333333,-34.89564042105263
-8.076432933333333,-34.8951165
-8.076432933333333,-34.89459257894737
-8.076432933333333,-34.894068657894735
-8.076432933333333,-34.8935447368421
-8.076432933333333,-34.89302081578948
-8.076432933333333,-34.892496894736844
-8.076432933333333,-34.89197297368421
-8.076432933333333,-34.89144905263158
-8.076432933333333,-34.890925131578946
-8.076432933333333,-34.89040121052631
-8.076432933333333,-34.88987728947369
-8.076432933333333,-34.889353368421055
-8.076432933333333,-34.88882944736842
-8.076432933333333,-34.88830552631579
-8.076432933333333,-34.88778160526316
-8.076432933333333,-34.887257684210525
-8.076432933333333,-34.8867337631579
-8.076432933333333,-34.886209842105266
-8.076432933333333,-34.885685921052634
-8.076061911111111,-34.905071
-8.076061911111111,-34.90454707894737
-8.076061911111111,-34.904023157894734
-8.076061911111111,-34.9034992368421
-8.076061911111111,-34.902975315789476
-8.076061911111111,-34.90245139473684
-8.076061911111111,-34.90192747368421
-8.076061911111111,-34.90140355263158
-8.076061911111111,-34.900879631578945
-8.076061911111111,-34.90035571052631
-8.076061911111111,-34.89983178947369
-8.076061911111111,-34.899307868421054
-8.076061911111111,-34.89878394736842
-8.076061911111111,-34.89826002631579
-8.076061911111111,-34.89773610526316
-8.076061911111111,-34.897212184210524
-8.076061911111111,-34.8966882631579
-8.076061911111111,-34.896164342105266
-8.076061911111111,-34.89564042105263
-8.076061911111111,-34.8951165
-8.076061911111111,-34.89459257894737
-8.076061911111111,-34.894068657894735
-8.076061911111111,-34.8935447368421
-8.076061911111111,-34.89302081578948
-8.076061911111111,-34.892496894736844
-8.076061911111111,-34.89197297368421
-8.076061911111111,-34.89144905263158
-8.076061911111111,-34.890925131578946
-8.076061911111111,-34.89040121052631
-8.076061911111111,-34.88987728947369
-8.076061911111111,-34.889353368421055
-8.076061911111111,-34.88882944736842
-8.076061911111111,-34.88830552631579
-8.076061911111111,-34.88778160526316
-8.076061911111111,-34.887257684210525
-8.076061911111111,-34.8867337631579
-8.076061911111111,-34.886209842105266
-8.076061911111111,-34.885685921052634
-8.07569088888889,-34.905071
-8.07569088888889,-34.90454707894737
-8.07569088888889,-34.904023157894734
-8.07569088888889,-34.9034992368421
-8.07569088888889,-34.902975315789476
-8.07569088888889,-34.90245139473684
-8.07569088888889,-34.90192747368421
-8.07569088888889,-34.90140355263158
-8.07569088888889,-34.900879631578945
-8.07569088888889,-34.90035571052631
-8.07569088888889,-34.89983178947369
-8.07569088888889,-34.899307868421054
-8.07569088888889,-34.89878394736842
-8.07569088888889,-34.89826002631579
-8.07569088888889,-34.89773610526316
-8.07569088888889,-34.897212184210524
-8.07569088888889,-34.8966882631579
-8.07569088888889,-34.896164342105266
-8.07569088888889,-34.89564042105263
-8.07569088888889,-34.8951165
-8.07569088888889,-34.89459257894737
-8.07569088888889,-34.894068657894735
-8.07569088888889,-34.8935447368421
-8.07569088888889,-34.89302081578948
-8.07569088888889,-34.892496894736844
-8.07569088888889,-34.89197297368421
-8.07569088888889,-34.89144905263158
-8.07569088888889,-34.890925131578946
-8.07569088888889,-34.89040121052631
-8.07569088888889,-34.88987728947369
-8.07569088888889,-34.889353368421055
-8.07569088888889,-34.88882944736842
-8.07569088888889,-34.88830552631579
-8.07569088888889,-34.88778160526316
-8.07569088888889,-34.887257684210525
-8.07569088888889,-34.8867337631579
-8.07569088888889,-34.886209842105266
-8.07569088888889,-34.885685921052634
-8.075319866666666,-34.905071
-8.075319866666666,-34.90454707894737
-8.075319866666666,-34.904023157894734
-8.075319866666666,-34.9034992368421
-8.075319866666666,-34.902975315789476
-8.075319866666666,-34.90245139473684
-8.075319866666666,-34.90192747368421
-8.075319866666666,-34.90140355263158
-8.075319866666666,-34.900879631578945
-8.075319866666666,-34.90035571052631
-8.075319866666666,-34.89983178947369
-8.075319866666666,-34.899307868421054
-8.075319866666666,-34.89878394736842
-8.075319866666666,-34.89826002631579
-8.075319866666666,-34.89773610526316
-8.075319866666666,-34.897212184210524
-8.075319866666666,-34.8966882631579
-8.075319866666666,-34.896164342105266
-8.075319866666666,-34.89564042105263
-8.075319866666666,-34.8951165
-8.075319866666666,-34.89459257894737
-8.075319866666666,-34.894068657894735
-8.075319866666666,-34.8935447368421
-8.075319866666666,-34.89302081578948
-8.075319866666666,-34.892496894736844
-8.075319866666666,-34.89197297368421
-8.075319866666666,-34.89144905263158
-8.075319866666666,-34.890925131578946
-8.075319866666666,-34.89040121052631
-8.075319866666666,-34.88987728947369
-8.075319866666666,-34.889353368421055
-8.075319866666666,-34.88882944736842
-8.075319866666666,-34.88830552631579
-8.075319866666666,-34.88778160526316
-8.075319866666666,-34.887257684210525
-8.075319866666666,-34.8867337631579
-8.075319866666666,-34.886209842105266
-8.075319866666666,-34.885685921052634
-8.074948844444444,-34.905071
-8.074948844444444,-34.90454707894737
-8.074948844444444,-34.904023157894734
-8.074948844444444,-34.9034992368421
-8.074948844444444,-34.902975315789476
-8.074948844444444,-34.90245139473684
-8.074948844444444,-34.90192747368421
-8.074948844444444,-34.90140355263158
-8.074948844444444,-34.900879631578945
-8.074948844444444,-34.90035571052631
-8.074948844444444,-34.89983178947369
-8.074948844444444,-34.899307868421054
-8.074948844444444,-34.89878394736842
-8.074948844444444,-34.89826002631579
-8.074948844444444,-34.89773610526316
-8.074948844444444,-34.897212184210524
-8.074948844444444,-34.8966882631579
-8.074948844444444,-34.896164342105266
-8.074948844444444,-34.89564042105263
-8.074948844444444,-34.8951165
-8.074948844444444,-34.89459257894737
-8.074948844444444,-34.894068657894735
-8.074948844444444,-34.8935447368421
-8.074948844444444,-34.89302081578948
-8.074948844444444,-34.892496894736844
-8.074948844444444,-34.89197297368421
-8.074948844444444,-34.89144905263158
-8.074948844444444,-34.890925131578946
-8.074948844444444,-34.89040121052631
-8.074948844444444,-34.88987728947369
-8.074948844444444,-34.889353368421055
-8.074948844444444,-34.88882944736842
-8.074948844444444,-34.88830552631579
-8.074948844444444,-34.88778160526316
-8.074948844444444,-34.887257684210525
-8.074948844444444,-34.8867337631579
-8.074948844444444,-34.886209842105266
-8.074948844444444,-34.885685921052634
-8.074577822222222,-34.905071
-8.074577822222222,-34.90454707894737
-8.074577822222222,-34.904023157894734
-8.074577822222222,-34.9034992368421
-8.074577822222222,-34.902975315789476
-8.074577822222222,-34.90245139473684
-8.074577822222222,-34.90192747368421
-8.074577822222222,-34.90140355263158
-8.074577822222222,-34.900879631578945
-8.074577822222222,-34.90035571052631
-8.074577822222222,-34.89983178947369
-8.074577822222222,-34.899307868421054
-8.074577822222222,-34.89878394736842
-8.074577822222222,-34.89826002631579
-8.074577822222222,-34.89773610526316
-8.074577822222222,-34.897212184210524
-8.074577822222222,-34.8966882631579
-8.074577822222222,-34.896164342105266
-8.074577822222222,-34.89564042105263
-8.074577822222222,-34.8951165
-8.074577822222222,-34.89459257894737
-8.074577822222222,-34.894068657894735
-8.074577822222222,-34.8935447368421
-8.074577822222222,-34.89302081578948
-8.074577822222222,-34.892496894736844
-8.074577822222222,-34.89197297368421
-8.074577822222222,-34.89144905263158
-8.074577822222222,-34.890925131578946
-8.074577822222222,-34.89040121052631
-8.074577822222222,-34.88987728947369
-8.074577822222222,-34.889353368421055
-8.074577822222222,-34.88882944736842
-8.074577822222222,-34.88830552631579
-8.074577822222222,-34.88778160526316
-8.074577822222222,-34.887257684210525
-8.074577822222222,-34.8867337631579
-8.074577822222222,-34.886209842105266
-8.074577822222222,-34.885685921052634
-8.0742068,-34.905071
-8.0742068,-34.90454707894737
-8.0742068,-34.904023157894734
-8.0742068,-34.9034992368421
-8.0742068,-34.902975315789476
-8.0742068,-34.90245139473684
-8.0742068,-34.90192747368421
-8.0742068,-34.90140355263158
-8.0742068,-34.900879631578945
-8.0742068,-34.90035571052631
-8.0742068,-34.89983178947369
-8.0742068,-34.899307868421054
-8.0742068,-34.89878394736842
-8.0742068,-34.89826002631579
-8.0742068,-34.89773610526316
-8.0742068,-34.897212184210524
-8.0742068,-34.8966882631579
-8.0742068,-34.896164342105266
-8.0742068,-34.89564042105263
-8.0742068,-34.8951165
-8.0742068,-34.89459257894737
-8.0742068,-34.894068657894735
-8.0742068,-34.8935447368421
-8.0742068,-34.89302081578948
-8.0742068,-34.892496894736844
-8.0742068,-34.89197297368421
-8.0742068,-34.89144905263158
-8.0742068,-34.890925131578946
-8.0742068,-34.89040121052631
-8.0742068,-34.88987728947369
-8.0742068,-34.889353368421055
-8.0742068,-34.88882944736842
-8.0742068,-34.88830552631579
-8.0742068,-34.88778160526316
-8.0742068,-34.887257684210525
-8.0742068,-34.8867337631579
-8.0742068,-34.886209842105266
-8.0742068,-34.885685921052634
-8.073835777777777,-34.905071
-8.073835777777777,-34.90454707894737
-8.073835777777777,-34.904023157894734
-8.073835777777777,-34.9034992368421
-8.073835777777777,-34.902975315789476
-8.073835777777777,-34.90245139473684
-8.073835777777777,-34.90192747368421
-8.073835777777777,-34.90140355263158
-8.073835777777777,-34.900879631578945
-8.073835777777777,-34.90035571052631
-8.073835777777777,-34.89983178947369
-8.073835777777777,-34.899307868421054
-8.073835777777777,-34.89878394736842
-8.073835777777777,-34.89826002631579
-8.073835777777777,-34.89773610526316
-8.073835777777777,-34.897212184210524
-8.073835777777777,-34.8966882631579
-8.073835777777777,-34.896164342105266
-8.073835777777777,-34.89564042105263
-8.073835777777777,-34.8951165
-8.073835777777777,-34.89459257894737
-8.073835777777777,-34.894068657894735
-8.073835777777777,-34.8935447368421
-8.073835777777777,-34.89302081578948
-8.073835777777777,-34.892496894736844
-8.073835777777777,-34.89197297368421
-8.073835777777777,-34.89144905263158
-8.073835777777777,-34.890925131578946
-8.073835777777777,-34.89040121052631
-8.073835777777777,-34.88987728947369
-8.073835777777777,-34.889353368421055
-8.073835777777777,-34.88882944736842
-8.073835777777777,-34.88830552631579
-8.073835777777777,-34.88778160526316
-8.073835777777777,-34.887257684210525
-8.073835777777777,-34.8867337631579
-8.073835777777777,-34.886209842105266
-8.073835777777777,-34.885685921052634
-8.073464755555555,-34.905071
-8.073464755555555,-34.90454707894737
-8.073464755555555,-34.904023157894734
-8.073464755555555,-34.9034992368421
-8.073464755555555,-34.902975315789476
-8.073464755555555,-34.90245139473684
-8.073464755555555,-34.90192747368421
-8.073464755555555,-34.90140355263158
-8.073464755555555,-34.900879631578945
-8.073464755555555,-34.90035571052631
-8.073464755555555,-34.89983178947369
-8.073464755555555,-34.899307868421054
-8.073464755555555,-34.89878394736842
-8.073464755555555,-34.89826002631579
-8.073464755555555,-34.89773610526316
-8.073464755555555,-34.897212184210524
-8.073464755555555,-34.8966882631579
-8.073464755555555,-34.896164342105266
-8.073464755555555,-34.89564042105263
-8.073464755555555,-34.8951165
-8.073464755555555,-34.89459257894737
-8.073464755555555,-34.894068657894735
-8.073464755555555,-34.8935447368421
-8.073464755555555,-34.89302081578948
-8.073464755555555,-34.892496894736844
-8.073464755555555,-34.89197297368421
-8.073464755555555,-34.89144905263158
-8.073464755555555,-34.890925131578946
-8.073464755555555,-34.89040121052631
-8.073464755555555,-34.88987728947369
-8.073464755555555,-34.889353368421055
-8.073464755555555,-34.88882944736842
-8.073464755555555,-34.88830552631579
-8.073464755555555,-34.88778160526316
-8.073464755555555,-34.887257684210525
-8.073464755555555,-34.8867337631579
-8.073464755555555,-34.886209842105266
-8.073464755555555,-34.885685921052634
-8.073093733333334,-34.905071
-8.073093733333334,-34.90454707894737
-8.073093733333334,-34.904023157894734
-8.073093733333334,-34.9034992368421
-8.073093733333334,-34.902975315789476
-8.073093733333334,-34.90245139473684
-8.073093733333334,-34.90192747368421
-8.073093733333334,-34.90140355263158
-8.073093733333334,-34.900879631578945
-8.073093733333334,-34.90035571052631
-8.073093733333334,-34.89983178947369
-8.073093733333334,-34.899307868421054
-8.073093733333334,-34.89878394736842
-8.073093733333334,-34.89826002631579
-8.073093733333334,-34.89773610526316
-8.073093733333334,-34.897212184210524
-8.073093733333334,-34.8966882631579
-8.073093733333334,-34.896164342105266
-8.073093733333334,-34.89564042105263
-8.073093733333334,-34.8951165
-8.073093733333334,-34.89459257894737
-8.073093733333334,-34.894068657894735
-8.073093733333334,-34.8935447368421
-8.073093733333334,-34.89302081578948
-8.073093733333334,-34.892496894736844
-8.073093733333334,-34.89197297368421
-8.073093733333334,-34.89144905263158
-8.073093733333334,-34.890925131578946
-8.073093733333334,-34.89040121052631
-8.073093733333334,-34.88987728947369
-8.073093733333334,-34.889353368421055
-8.073093733333334,-34.88882944736842
-8.073093733333334,-34.88830552631579
-8.073093733333334,-34.88778160526316
-8.073093733333334,-34.887257684210525
-8.073093733333334,-34.8867337631579
-8.073093733333334,-34.886209842105266
